SampleID,Replicate,Name,Site,Initials,Year,Month,Day,Lat,Long,Sus.sp,Genotype,Geno.Sp,Category,Individual,Cytb_Sp
S21_0002,None,20201110-TC-01,LEND,TC,2020,11,10,37.78377,-122.50804,coyote,Fail,NA,NA,NA,coyote
S21_0003,None,20201110-TC-02,GGPW,TC,2020,11,10,37.76725,-122.49962,coyote,Success,coyote,SFCoy,SFCoy52,coyote
S21_0005,None,20201110-TC-04,TGPH,TC,2020,11,10,37.80317,-122.40604,coyote,Fail,NA,NA,NA,fail
S21_0006,None,20201110-TC-05,TGPH,TC,2020,11,10,37.80196,-122.40525,coyote,Success,coyote,SFCoy,SFCoy47,coyote
S21_0007,None,20200921-DH-01,PRES,DH,2020,9,21,37.789562,-122.474922,coyote,Success,coyote,SFCoy,SFCoy8,coyote
S21_0008,Yes original,20201006-DH-01,PRES,DH,2020,10,6,37.792245,-122.455947,coyote,Success,coyote,SFCoy,SFCoy8,coyote
S21_0009,None,20201111-TC-01,STMA,TC,2020,11,11,37.73469,-122.42151,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S21_0010,None,20201111-TC-02,STMA,TC,2020,11,11,37.73458,-122.42119,coyote,Success,coyote,SFCoy,SFCoy49,coyote
S21_0018,None,20201111-TC-10,BERN,TC,2020,11,11,37.74263,-122.41318,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_0019,Yes original,20201111-TC-11,BERN,TC,2020,11,11,37.74395,-122.41571,coyote,Fail,NA,NA,NA,NA
S21_0020,None,20201111-TC-12,BERN,TC,2020,11,11,37.74382,-122.4146,coyote,Fail,NA,NA,NA,NA
S21_0021,Yes original,20201111-TC-13,BERN,TC,2020,11,11,37.74367,-122.4142,coyote,Fail,NA,NA,NA,NA
S21_0022,None,20201111-TC-14,GLEN,TC,2020,11,11,37.74252,-122.44234,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_0023,None,20201111-TC-15,LAGU,TC,2020,11,11,37.74911,-122.45521,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0024,Yes original,20201111-TC-16,LAGU,TC,2020,11,11,37.74959,-122.45505,coyote,Fail,NA,NA,NA,NA
S21_0025,None,20201111-TC-17,MCLA,TC,2020,11,11,37.71739,-122.41344,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_0026,None,20201222-TC-01,TGPH,TC,2020,12,22,37.80298,-122.40637,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_0027,None,20201222-TC-02,TGPH,TC,2020,12,22,37.8028,-122.40641,coyote,Success,coyote,SFCoy,SFCoy47,NA
S21_0028,None,20201222-TC-03,TGPH,TC,2020,12,22,37.80228,-122.40534,coyote,Success,coyote,SFCoy,SFCoy47,NA
S21_0029,None,20201222-TC-04,CNPT,TC,2020,12,22,37.71377,-122.37986,coyote,Fail,NA,NA,NA,NA
S21_0030,None,20201222-TC-05,CNPT,TC,2020,12,22,37.71388,-122.37979,coyote,Fail,NA,NA,NA,NA
S21_0031,None,20201222-TC-06,BERN,TC,2020,12,22,37.7431,-122.4109,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0032,None,20201222-TC-07,BERN,TC,2020,12,22,37.74311,-122.41095,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0033,None,20201222-TC-08,BERN,TC,2020,12,22,37.74259,-122.41158,coyote,Fail,NA,NA,NA,NA
S21_0034,None,20201222-TC-09,BERN,TC,2020,12,22,37.74407,-122.41546,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_0035,None,20201223-TC-01,GLEN,TC,2020,12,23,37.74262,-122.44245,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0036,None,20201223-TC-02,GLEN,TC,2020,12,23,37.74264,-122.44239,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_0037,None,20201223-TC-03,GLEN,TC,2020,12,23,37.74244,-122.44234,coyote,Fail,NA,NA,NA,NA
S21_0038,None,20201223-TC-04,GLEN,TC,2020,12,23,37.74274,-122.44229,coyote,Success,coyote,SFCoy,SFCoy51,NA
S21_0039,None,20201223-TC-05,MCLA,TC,2020,12,23,37.72117,-122.41995,coyote,Success,coyote,SFCoy,SFCoy89,NA
S21_0040,None,20201224-TC-01,GGPW,TC,2020,12,24,37.76712,-122.49956,coyote,Success,coyote,SFCoy,SFCoy52,NA
S21_0041,None,20201224-TC-02,GGPW,TC,2020,12,24,37.76709,-122.49954,coyote,Success,coyote,SFCoy,SFCoy78,NA
S21_0042,None,20201224-TC-03,GGPW,TC,2020,12,24,37.76701,-122.49961,coyote,Fail,NA,NA,NA,NA
S21_0043,None,20201224-TC-04,GGPW,TC,2020,12,24,37.76715,-122.49955,coyote,Fail,NA,NA,NA,NA
S21_0044,None,20201224-TC-05,GGPW,TC,2020,12,24,37.76713,-122.49959,coyote,Fail,NA,NA,NA,NA
S21_0045,None,20201224-TC-06,GGPW,TC,2020,12,24,37.76713,-122.49959,coyote,Fail,NA,NA,NA,NA
S21_0046,None,20201224-TC-07,GGPW,TC,2020,12,24,37.76707,-122.49955,coyote,Fail,NA,NA,NA,NA
S21_0047,None,20201224-TC-08,GGPW,TC,2020,12,24,37.76638,-122.48797,coyote,Success,coyote,SFCoy,SFCoy54,NA
S21_0048,None,20201224-TC-09,GGPW,TC,2020,12,24,37.76644,-122.48781,coyote,Fail,NA,NA,NA,NA
S21_0049,None,20201224-TC-10,GGPE,TC,2020,12,24,37.77031,-122.47221,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_0050,None,20201224-TC-11,GGPE,TC,2020,12,24,37.7724,-122.4682,coyote,Fail,NA,NA,NA,NA
S21_0052,None,20201229-TC-01,LEND,TC,2020,12,29,37.78604,-122.49908,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_0053,None,20201229-TC-02,LEND,TC,2020,12,29,37.78422,-122.50589,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_0054,Yes original,20201229-TC-03,LEND,TC,2020,12,29,37.78131,-122.50932,coyote,Fail,NA,NA,NA,NA
S21_0055,None,20201229-TC-04,GGPW,TC,2020,12,29,37.76717,-122.4995,coyote,Fail,NA,NA,NA,NA
S21_0056,Yes original,20201229-TC-05,GGPW,TC,2020,12,29,37.76727,-122.49951,coyote,Fail,NA,NA,NA,NA
S21_0057,None,20201229-TC-06,GGPW,TC,2020,12,29,37.76735,-122.49926,coyote,Success,coyote,SFCoy,SFCoy78,NA
S21_0058,None,20201229-TC-07,GGPE,TC,2020,12,29,37.77029,-122.47445,coyote,Fail,NA,NA,NA,NA
S21_0059,None,20201229-TC-08,GLEN,TC,2020,12,29,37.74242,-122.44242,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0060,Yes original,20201230-TC-01,PRES,TC,2020,12,30,37.79178,-122.44932,coyote,Fail,NA,NA,NA,NA
S21_0061,None,20201230-TC-02,PRES,TC,2020,12,30,37.79804,-122.46101,coyote,Fail,NA,NA,NA,NA
S21_0062,Yes original,20201230-TC-03,BERN,TC,2020,12,30,37.74345,-122.41375,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0063,None,20200321-JK-96,PRES,JK,2020,3,21,37.797825,-122.461727,coyote,Fail,NA,NA,NA,NA
S21_0064,None,20200325-JK-97,BVP,JK,2020,3,25,37.769026,-122.439509,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_0065,None,20200329-JK-98,BVP,JK,2020,3,29,37.769026,-122.439509,coyote,Fail,NA,NA,NA,NA
S21_0066,None,20200402-JK-99,BERN,JK,2020,4,2,37.74251,-122.41194,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0067,None,20200404-JK-100,OLYM,JK,2020,4,4,37.705819,-122.493087,coyote,Fail,NA,NA,NA,NA
S21_0068,None,20200404-JK-101,OLYM,JK,2020,4,4,37.705819,-122.493087,coyote,Fail,NA,NA,NA,NA
S21_0069,Yes original,20200404-JK-102,LAKE,JK,2020,4,4,37.72840428,-122.4935824,coyote,Success,coyote,SFCoy,SFCoy55,NA
S21_0070,None,20200405-JK-103,BVP,JK,2020,4,5,37.768022,-122.441544,coyote,Fail,NA,NA,NA,NA
S21_0071,None,20200405-JK-104,BVP,JK,2020,4,5,37.768022,-122.441544,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_0072,None,20200405-JK-105,BVP,JK,2020,4,5,37.768022,-122.441544,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_0073,None,20200407-JK-106,GLEN,JK,2020,4,7,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_0074,None,20200407-JK-107,GLEN,JK,2020,4,8,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_0075,None,20200408-JK-108,GLEN,JK,2020,4,8,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy56,NA
S21_0076,None,20200408-JK-109,GLEN,JK,2020,4,8,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_0077,None,20200408-JK-110,GLEN,JK,2020,4,8,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy57,NA
S21_0078,None,20200408-JK-111,LAKE,JK,2020,4,9,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy55,NA
S21_0079,None,20200409-JK-112,GLEN,JK,2020,4,12,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy42,NA
S21_0080,None,20200412-JK-113,BVP,JK,2020,4,11,37.768823,-122.44118,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_0081,None,20200411-JK-114,LAKE,JK,2020,4,11,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_0082,None,20200412-JK-115,GLEN,JK,2020,4,12,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy42,NA
S21_0083,None,20200412-JK-116,PRES,JK,2020,4,12,37.797825,-122.461727,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_0084,None,20200412-JK-117,GLEN,JK,2020,4,12,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_0085,Yes original,20200413-JK-118,LAKE,JK,2020,4,13,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_0086,None,20200415-JK-119,BERN,JK,2020,4,15,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0087,None,20200414-JK-120,PRES,JK,2020,4,14,37.795074,-122.4612,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_0088,Yes original,20200415-JK-121,LAKE,JK,2020,4,15,37.729695,-122.48071,coyote,Fail,NA,NA,NA,NA
S21_0089,None,20200416-JK-122,LAKE,JK,2020,4,16,37.729695,-122.48071,coyote,Fail,NA,NA,NA,NA
S21_0090,None,20200417-JK-123,MCLA,JK,2020,4,17,37.71875,-122.421742,coyote,Success,coyote,SFCoy,SFCoy58,NA
S21_0091,None,20200417-JK-124,MCLA,JK,2020,4,17,37.71875,-122.421742,coyote,Success,coyote,SFCoy,SFCoy59,NA
S21_0092,None,20200417-JK-125,PRES,JK,2020,4,17,37.795074,-122.4612,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_0094,None,20200420-JK-127,PRES,JK,2020,4,20,37.792886,-122.460002,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_0095,None,20200422-JK-128,LAKE,JK,2020,4,22,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_0096,None,20200424-JK-129,GLEN,JK,2020,4,24,37.741789,-122.442803,coyote,Success,coyote,SFCoy,SFCoy6,NA
S21_0097,None,20200426-JK-130,TGPH,JK,2020,4,26,37.802952,-122.404551,coyote,Success,coyote,SFCoy,SFCoy109,NA
S21_0098,None,20200426-JK-131,TGPH,JK,2020,4,26,37.802952,-122.404551,coyote,Success,coyote,SFCoy,SFCoy109,NA
S21_0099,None,20200426-JK-132,TGPH,JK,2020,4,26,37.802952,-122.404551,coyote,Success,coyote,SFCoy,SFCoy109,NA
S21_0100,None,20200428-JK-133,BVP,JK,2020,4,28,37.766178,-122.44232,coyote,Fail,NA,NA,NA,NA
S21_0101,Yes original,20200428-JK-134,GLEN,JK,2020,4,28,37.744329,-122.446116,coyote,Fail,NA,NA,NA,NA
S21_0102,None,20200428-JK-135,GLEN,JK,2020,4,28,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy42,NA
S21_0103,None,20200428-JK-136,GLEN,JK,2020,4,28,37.744329,-122.446116,coyote,Fail,NA,NA,NA,NA
S21_0104,Yes original,20200430-JK-137,CHP,JK,2020,4,30,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_0105,Yes original,20200429-JK-138,CHP,JK,2020,4,29,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_0106,None,20200501-JK-139,SFGC,JK,2020,5,1,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_0107,None,20200502-JK-140,CHP,JK,2020,5,2,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_0114,None,20200513-JK-147,GGHP,JK,2020,5,13,37.750006,-122.469392,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_0115,None,20200518-JK-148,BERN,JK,2020,5,18,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S21_0116,None,20200519-JK-149,LAKE,JK,2020,5,19,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_0117,None,20200520-JK-150,GLEN,JK,2020,5,20,37.744329,-122.446116,coyote,Fail,NA,NA,NA,coyote
S21_0118,None,20200524-JK-151,SFGC,JK,2020,5,24,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy60,NA
S21_0119,None,20200527-JK-152,LAKE,JK,2020,5,27,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy55,coyote
S21_0120,None,20200528-JK-153,LAKE,JK,2020,5,28,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy55,NA
S21_0121,None,20200530-JK-154,CHP,JK,2020,5,30,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_0122,None,20200531-JK-155,CHP,JK,2020,5,31,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_0123,None,20200531-JK-156,SFGC,JK,2020,5,31,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy60,coyote
S21_0124,None,20200604-JK-157,CHP,JK,2020,6,4,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_0125,None,20200604-JK-158,LAKE,JK,2020,6,4,37.729695,-122.48071,coyote,Fail,NA,NA,NA,coyote
S21_0126,None,20200605-JK-159,SFGC,JK,2020,6,5,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy60,NA
S21_0127,None,20200620-JK-160,SFGC,JK,2020,6,20,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy4,coyote
S21_0128,None,20200624-JK-161,LEND,JK,2020,6,24,37.78391,-122.503648,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_0129,None,20200701-JK-162,LEND,JK,2020,7,1,37.783533,-122.498143,coyote,Fail,NA,NA,NA,coyote
S21_0130,None,20200703-JK-163,LEND,JK,2020,7,3,37.783533,-122.498143,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_0131,None,20200705-JK-164,LEND,JK,2020,7,5,37.783533,-122.498143,coyote,Fail,NA,NA,NA,coyote
S21_0132,None,20200710-JK-165,LAKE,JK,2020,7,10,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_0133,None,20200714-JK-166,LEND,JK,2020,7,14,37.784195,-122.501323,coyote,Fail,NA,NA,NA,coyote
S21_0134,None,20200714-JK-167,LEND,JK,2020,7,14,37.784195,-122.501323,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_0135,None,20200714-JK-168,CHP,JK,2020,7,14,37.766178,-122.44232,coyote,Success,coyote,SFCoy,SFCoy62,coyote
S21_0136,None,20200710-JK-169,LAKE,JK,2020,7,10,37.729695,-122.48071,coyote,Fail,NA,NA,NA,NA
S21_0137,None,20200716-JK-170,LEND,JK,2020,7,16,37.784195,-122.501323,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S21_0138,None,20200721-JK-171,LEND,JK,2020,7,21,37.781648,-122.501209,coyote,Fail,NA,NA,NA,NA
S21_0139,None,20200723-JK-172,GLEN,JK,2020,7,23,37.742444,-122.443777,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S21_0140,None,20200724-JK-173,GLEN,JK,2020,7,24,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0141,None,20200724-JK-174,GLEN,JK,2020,7,24,37.74348,-122.442157,coyote,Fail,NA,NA,NA,coyote
S21_0142,None,20200727-JK-175,TWIN,JK,2020,7,27,37.755587,-122.445593,coyote,Fail,NA,NA,NA,NA
S21_0143,None,20200727-JK-176,SFGC,JK,2020,7,27,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy60,coyote
S21_0144,None,20200731-JK-177,GLEN,JK,2020,7,31,37.745372,-122.447154,coyote,Success,coyote,SFCoy,SFCoy42,NA
S21_0145,None,20200803-JK-178,GLEN,JK,2020,8,3,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S21_0146,None,20200803-JK-179,GLEN,JK,2020,8,3,37.742444,-122.443777,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0147,None,20200804-JK-180,GLEN,JK,2020,8,4,37.742444,-122.443777,coyote,Fail,NA,NA,NA,coyote
S21_0148,None,20200807-JK-181,GLEN,JK,2020,8,7,37.742444,-122.443777,coyote,Fail,NA,NA,NA,NA
S21_0149,None,20200808-JK-182,GLEN,JK,2020,8,8,37.743468,-122.441579,coyote,Success,coyote,SFCoy,SFCoy64,coyote
S21_0150,None,20200811-JK-183,BERN,JK,2020,8,11,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy65,NA
S21_0151,None,20200812-JK-184,BERN,JK,2020,8,12,37.737276,-122.420003,coyote,Fail,NA,NA,NA,coyote
S21_0152,None,20200818-JK-185,GLEN,JK,2020,8,18,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_0153,None,20200908-JK-186,TGPH,JK,2020,9,8,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy8,coyote
S21_0154,None,20200909-JK-187,TGPH,JK,2020,9,9,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_0155,None,20200911-JK-188,TGPH,JK,2020,9,11,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,coyote
S21_0156,None,20200911-JK-189,SFGC,JK,2020,9,11,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_0157,None,20200920-JK-190,BERN,JK,2020,9,20,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy68,fail
S21_0158,None,20200925-JK-191,SFGC,JK,2020,9,25,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_0159,None,20201003-JK-192,SFGC,JK,2020,10,3,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy55,coyote
S21_0160,None,20201005-JK-193,SFGC,JK,2020,10,5,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_0161,None,20201006-JK-194,SFGC,JK,2020,10,6,37.71401837,-122.4821974,coyote,Fail,NA,NA,NA,coyote
S21_0162,None,20201006-JK-195,STMA,JK,2020,10,6,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_0163,None,20201007-JK-196,STMA,JK,2020,10,7,37.734636,-122.421051,coyote,Fail,NA,NA,NA,coyote
S21_0164,None,20201006-JK-197,SFGC,JK,2020,10,6,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy69,NA
S21_0165,None,20201007-JK-198,TGPH,JK,2020,10,7,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,coyote
S21_0166,None,20201007-JK-199,SFGC,JK,2020,10,7,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_0167,None,20201009-JK-200,STMA,JK,2020,10,9,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy49,coyote
S21_0168,None,20201101-JK-201,BERN,JK,2020,11,1,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_0169,None,20201113-JK-202,GLEN,JK,2020,11,13,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S21_0170,None,20201113-JK-203,TGPH,JK,2020,11,1,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_0171,None,20201116-JK-204,BERN,JK,2020,11,16,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S21_0172,None,20201117-JK-205,BERN,JK,2020,11,17,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0173,None,20201129-JK-206,GLEN,JK,2020,11,29,37.741466,-122.441135,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S21_0174,None,20201201-JK-207,BERN,JK,2020,12,1,37.743102,-122.413843,coyote,Fail,NA,NA,NA,NA
S21_0175,None,20201212-JK-208,BERN,JK,2020,12,12,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,coyote
S21_0176,None,20201218-JK-209,BERN,JK,2020,12,18,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0177,None,20201219-JK-210,GGPE,JK,2020,12,19,37.772266,-122.464722,coyote,Success,coyote,SFCoy,SFCoy70,coyote
S21_0178,None,20201219-JK-211,GGPE,JK,2020,12,19,37.772539,-122.464035,coyote,Success,coyote,SFCoy,SFCoy70,NA
S21_0179,None,20201229-JK-212,BERN,JK,2020,12,29,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S21_0180,None,20201120-JK-213,BERN,JK,2020,11,20,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_0181,None,20201119-JK-214,BERN,JK,2020,11,19,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S21_0182,None,20201122-JK-215,GLEN,JK,2020,11,22,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy17,NA
S21_0183,None,20201121-JK-216,TGPH,JK,2020,11,21,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,coyote
S21_0184,None,20201119-JK-217,TGPH,JK,2020,11,19,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1090,None,20210118-TC-01,CHP,TC,2021,1,18,37.76485,-122.43746,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_1091,None,20210118-TC-02,CHP,TC,2021,1,18,37.76517,-122.43841,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_1092,None,20210118-TC-03,CHP,TC,2021,1,18,37.76481,-122.43822,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_1094,None,20210118-TC-05,GGPW,TC,2021,1,18,37.76723,-122.49951,coyote,Fail,NA,NA,NA,NA
S21_1095,None,20210118-TC-06,LEND,TC,2021,1,18,37.78463,-122.50226,coyote,Success,coyote,SFCoy,SFCoy71,coyote
S21_1096,None,20210118-TC-07,STMA,TC,2021,1,18,37.73474,-122.42122,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_1097,None,20210119-TC-01,LAKE,TC,2021,1,19,37.718,-122.48836,coyote,Fail,NA,NA,NA,coyote
S21_1098,None,20210119-TC-02,LAKE,TC,2021,1,19,37.71864,-122.48932,coyote,Success,coyote,SFCoy,SFCoy72,NA
S21_1099,None,20210119-TC-03,LAKE,TC,2021,1,19,37.71867,-122.48935,coyote,Fail,NA,NA,NA,coyote
S21_1100,None,20210119-TC-04,LAKE,TC,2021,1,19,37.71867,-122.48935,coyote,Fail,NA,NA,NA,NA
S21_1101,None,20210119-TC-05,LAKE,TC,2021,1,19,37.71867,-122.48936,coyote,Fail,NA,NA,NA,coyote
S21_1102,None,20210119-TC-06,OLYM,TC,2021,1,19,37.70741,-122.49385,coyote,Fail,NA,NA,NA,NA
S21_1103,None,20210119-TC-07,MCLA,TC,2021,1,19,37.71767,-122.42129,coyote,Fail,NA,NA,NA,coyote
S21_1104,None,20210119-TC-08,MCLA,TC,2021,1,19,37.72065,-122.41893,coyote,Success,unresolved,NA,unresolved,NA
S21_1105,None,20210119-TC-09,GLEN,TC,2021,1,19,37.74357,-122.44205,coyote,Fail,NA,NA,NA,coyote
S21_1106,None,20210120-TC-01,PRES,TC,2021,1,20,37.79727,-122.46045,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_1107,None,20210214-TC-01,CHP,TC,2021,2,14,37.76474,-122.43714,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_1108,None,20210214-TC-02,CHP,TC,2021,2,14,37.76535,-122.43864,coyote,Success,coyote,SFCoy,SFCoy47,NA
S21_1109,None,20210214-TC-03,CHP,TC,2021,2,14,37.76559,-122.43909,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_1110,None,20210214-TC-04,CHP,TC,2021,2,14,37.76556,-122.43918,coyote,Fail,NA,NA,NA,NA
S21_1111,None,20210214-TC-05,STMA,TC,2021,2,14,37.73467,-122.42109,coyote,Success,coyote,SFCoy,SFCoy50,coyote
S21_1112,None,20210214-TC-06,STMA,TC,2021,2,14,37.73457,-122.42069,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_1113,None,20210216-TC-01,SFGC,TC,2021,2,16,37.7113,-122.483,coyote,Success,coyote,SFCoy,SFCoy75,coyote
S21_1114,None,20210216-TC-02,SFGC,TC,2021,2,16,37.71162,-122.483,coyote,Fail,NA,NA,NA,NA
S21_1115,None,20210216-TC-03,SFGC,TC,2021,2,16,37.71124,-122.48283,coyote,Fail,NA,NA,NA,coyote
S21_1116,None,20210216-TC-04,OLYM,TC,2021,2,16,37.70414,-122.48905,coyote,Fail,NA,NA,NA,NA
S21_1117,None,20210216-TC-05,OLYM,TC,2021,2,16,37.70425,-122.48853,coyote,Success,coyote,SFCoy,SFCoy76,coyote
S21_1118,None,20210216-TC-06,OLYM,TC,2021,2,16,37.70374,-122.48933,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_1119,None,20210216-TC-07,LAGU,TC,2021,2,16,37.74953,-122.45518,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S21_1120,None,20210216-TC-08,LAGU,TC,2021,2,16,37.74955,-122.45549,coyote,Fail,NA,NA,NA,NA
S21_1121,None,20210217-TC-01,LAKE,TC,2021,2,17,37.7188,-122.48948,coyote,Success,coyote,SFCoy,SFCoy77,coyote
S21_1122,None,20210217-TC-02,PRES,TC,2021,2,17,37.79546,-122.46334,coyote,Fail,NA,NA,NA,NA
S21_1123,None,20210101-JK-218,GGPW,JK,2021,1,1,37.768706,-122.497816,coyote,Success,coyote,SFCoy,SFCoy78,coyote
S21_1124,None,20210106-JK-219,BERN,JK,2021,1,6,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy45,NA
S21_1125,None,20210106-JK-220,BERN,JK,2021,1,6,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy45,coyote
S21_1126,None,20210114-JK-221,BERN,JK,2021,1,14,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1127,None,20210117-JK-222,SFGC,JK,2021,1,17,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy55,coyote
S21_1128,None,20210118-JK-223,GGPE,JK,2021,1,18,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy89,NA
