SampleID,Replicate,Name,Site,Initials,Year,Month,Day,Lat,Long,Sus.sp,Genotype,Geno.Sp,Category,Individual,Cytb_Sp
S21_3302,None,20210814-JK-441,STMA,JK,2021,8,14,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3303,None,20210814-JK-442,STMA,JK,2021,8,14,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3304,None,20210815-JK-443,STMA,JK,2021,8,15,37.73518714,-122.4202574,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_3306,None,20210816-JK-445,FTFU,JK,2021,8,16,37.718948,-122.502805,coyote,Fail,NA,NA,NA,NA
S21_3307,None,20210817-JK-446,STMA,JK,2021,8,17,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3308,None,20210817-JK-447,STMA,JK,2021,8,17,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3309,None,20210818-JK-448,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3310,None,20210818-JK-449,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3311,None,20210818-JK-450,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3312,None,20210818-JK-451,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3313,None,20210818-JK-452,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3316,None,20210818-JK-455,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3317,None,20210818-JK-456,STMA,JK,2021,8,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3318,None,20210819-JK-457,STMA,JK,2021,8,19,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3319,None,20210820-JK-458,TWIN,JK,2021,8,20,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_3320,None,20210820-JK-459,STMA,JK,2021,8,20,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3321,None,20210820-JK-460,STMA,JK,2021,8,20,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3322,None,20210820-JK-461,STMA,JK,2021,8,20,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3323,None,20210821-JK-462,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3324,None,20210821-JK-463,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3325,None,20210821-JK-464,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3326,None,20210821-JK-465,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3327,None,20210821-JK-466,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3328,None,20210821-JK-467,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3329,None,20210821-JK-468,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3330,None,20210821-JK-469,STMA,JK,2021,8,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3331,None,20210822-JK-470,STMA,JK,2021,8,22,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3332,None,20210822-JK-471,STMA,JK,2021,8,22,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3333,None,20210822-JK-472,STMA,JK,2021,8,22,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3334,None,20210823-JK-473,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3335,None,20210823-JK-474,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3336,None,20210823-JK-475,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3337,None,20210823-JK-476,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3338,None,20210823-JK-477,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3339,None,20210823-JK-478,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3340,None,20210823-JK-479,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3341,None,20210823-JK-480,STMA,JK,2021,8,23,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3342,None,20210824-JK-481,GGPE,JK,2021,8,24,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy70,NA
S21_3343,None,20210824-JK-482,TWIN,JK,2021,8,24,37.752554,-122.447492,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_3344,None,20210826-JK-483,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3345,None,20210826-JK-484,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3346,None,20210826-JK-485,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy149,NA
S21_3347,None,20210826-JK-486,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3348,None,20210826-JK-487,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3349,None,20210826-JK-488,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3350,None,20210826-JK-489,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3351,None,20210826-JK-490,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3352,None,20210826-JK-491,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3353,None,20210826-JK-492,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3354,None,20210826-JK-493,STMA,JK,2021,8,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3355,None,20210827-JK-494,STMA,JK,2021,8,27,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3356,None,20210827-JK-495,STMA,JK,2021,8,27,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3357,None,20210827-JK-496,STMA,JK,2021,8,27,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3358,None,20210828-JK-497,GGPE,JK,2021,8,28,37.768042,-122.476381,coyote,Fail,NA,NA,NA,NA
S21_3359,None,20210828-JK-498,STMA,JK,2021,8,28,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3360,None,20210828-JK-499,STMA,JK,2021,8,28,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3361,None,20210828-JK-500,STMA,JK,2021,8,28,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3362,None,20210828-JK-501,STMA,JK,2021,8,28,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3363,None,20210828-JK-502,STMA,JK,2021,8,28,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3364,None,20210829-JK-503,STMA,JK,2021,8,29,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3365,None,20210829-JK-504,STMA,JK,2021,8,29,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3366,None,20210829-JK-505,STMA,JK,2021,8,29,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3367,None,20210829-JK-506,STMA,JK,2021,8,29,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3368,None,20210829-JK-507,STMA,JK,2021,8,29,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3369,None,20210829-JK-508,SFGC,JK,2021,8,29,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3370,None,20210830-JK-509,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3371,None,20210830-JK-510,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3372,None,20210830-JK-511,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3373,None,20210830-JK-512,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3374,None,20210830-JK-513,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3375,None,20210830-JK-514,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3376,None,20210830-JK-515,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3377,None,20210830-JK-516,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3378,None,20210830-JK-517,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3379,None,20210830-JK-518,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3380,None,20210830-JK-519,STMA,JK,2021,8,30,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3381,None,20210831-JK-520,HYDE,JK,2021,8,31,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_3382,None,20210831-JK-521,STMA,JK,2021,8,31,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_3383,None,20210831-JK-522,STMA,JK,2021,8,31,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3384,None,20210831-JK-523,STFA,JK,2021,8,31,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_3385,None,20210831-JK-524,GGPE,JK,2021,8,31,37.769172,-122.470325,coyote,Fail,NA,NA,NA,NA
S21_3386,None,20210901-JK-525,TWIN,JK,2021,9,1,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_3387,None,20210902-JK-526,TGPH,JK,2021,9,2,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_3388,None,20210902-JK-527,HYDE,JK,2021,9,2,37.804161,-122.420974,coyote,Fail,dog,NA,dog,NA
S21_3389,None,20210902-JK-528,GGPE,JK,2021,9,2,37.768042,-122.476381,coyote,Fail,NA,NA,NA,NA
S21_3390,None,20210901-JK-529,STMA,JK,2021,9,1,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3391,None,20210901-JK-530,STMA,JK,2021,9,1,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3392,None,20210902-JK-531,GLEN,JK,2021,9,2,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_3393,None,20210904-JK-532,TGPH,JK,2021,9,4,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_3394,None,20210904-JK-533,GLEN,JK,2021,9,4,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy179,NA
S21_3395,None,20210904-JK-534,STFA,JK,2021,9,4,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_3396,None,20210904-JK-535,STFA,JK,2021,9,4,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_3397,None,20210904-JK-536,STMA,JK,2021,9,4,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3398,None,20210904-JK-537,STMA,JK,2021,9,4,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3399,None,20210904-JK-538,STMA,JK,2021,9,4,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3400,None,20210904-JK-542,SFGC,JK,2021,9,4,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3401,None,20210905-JK-543,SFGC,JK,2021,9,5,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3402,None,20210905-JK-544,GGPE,JK,2021,9,5,37.769172,-122.470325,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_3403,None,20210905-JK-545,BERN,JK,2021,9,5,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3404,None,20210905-JK-546,SFGC,JK,2021,9,5,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3405,None,20210905-JK-547,STFA,JK,2021,9,5,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_3406,None,20210905-JK-548,STFA,JK,2021,9,5,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_3407,None,20210905-JK-549,STFA,JK,2021,9,5,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy110,NA
S21_3408,None,20210905-JK-550,STFA,JK,2021,9,5,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy110,NA
S21_3409,None,20210906-JK-551,GLEN,JK,2021,9,6,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_3410,None,20210907-JK-552,HYDE,JK,2021,9,7,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_3411,None,20210907-JK-553,STMA,JK,2021,9,7,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3412,None,20210907-JK-554,STMA,JK,2021,9,7,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3413,None,20210907-JK-555,STMA,JK,2021,9,7,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3414,None,20210907-JK-556,FTFU,JK,2021,9,7,37.718948,-122.502805,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_3415,None,20210908-JK-558,GLEN,JK,2021,9,8,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_3416,None,20210909-JK-559,STGV,JK,2021,9,9,37.736086,-122.487852,coyote,Success,coyote,SFCoy,SFCoy77,NA
S21_3417,None,20210909-JK-560,STFA,JK,2021,9,9,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_3418,None,20210909-JK-561,GLEN,JK,2021,9,9,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy111,NA
S21_3419,None,20210911-JK-562,SFGC,JK,2021,9,11,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3420,None,20210911-JK-563,SFGC,JK,2021,9,11,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3421,None,20210912-JK-564,GGPE,JK,2021,9,12,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy151,NA
S21_3422,None,20210912-JK-565,STGV,JK,2021,9,12,37.736086,-122.487852,coyote,Fail,NA,NA,NA,NA
S21_3423,None,20210912-JK-566,STFA,JK,2021,9,12,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_3424,None,20210913-JK-567,STGV,JK,2021,9,13,37.736086,-122.487852,coyote,Fail,NA,NA,NA,NA
S21_3425,None,20210913-JK-568,STGV,JK,2021,9,13,37.736086,-122.487852,coyote,Fail,NA,NA,NA,NA
S21_3426,None,20210914-JK-569,GLEN,JK,2021,9,14,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_4894,None,20210916-JK-570,GLEN,JK,2021,9,16,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_4895,None,20210916-JK-571,GLEN,JK,2021,9,16,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_4896,None,20210917-JK-572,HYDE,JK,2021,9,17,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4897,None,20210917-JK-573,HYDE,JK,2021,9,17,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4898,None,20210917-JK-574,HYDE,JK,2021,9,17,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4899,None,20210917-JK-575,HYDE,JK,2021,9,17,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy121,NA
S21_4900,None,20210918-JK-576,STMA,JK,2021,9,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4901,None,20210918-JK-577,GLEN,JK,2021,9,18,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_4902,None,20210918-JK-578,GLEN,JK,2021,9,18,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy111,NA
S21_4903,None,20210918-JK-579,GLEN,JK,2021,9,18,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_4904,None,20210920-JK-580,HYDE,JK,2021,9,20,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4905,None,20210920-JK-581,GLEN,JK,2021,9,20,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy111,NA
S21_4906,None,20210920-JK-582,GGPE,JK,2021,9,20,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy70,NA
S21_4907,None,20210920-JK-583,HYDE,JK,2021,9,20,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4908,None,20210921-JK-584,HYDE,JK,2021,9,21,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4909,None,20210921-JK-585,HYDE,JK,2021,9,21,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4910,None,20210922-JK-586,GLEN,JK,2021,9,22,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy111,NA
S21_4911,None,20210923-JK-587,HYDE,JK,2021,9,23,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
S21_4912,None,20210924-JK-588,HYDE,JK,2021,9,24,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_4913,None,20210924-JK-589,HYDE,JK,2021,9,24,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4914,None,20210924-JK-590,HYDE,JK,2021,9,24,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4915,None,20210924-JK-591,STFA,JK,2021,9,24,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_4916,None,20210924-JK-592,STFA,JK,2021,9,24,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_4917,None,20210924-JK-593,GLEN,JK,2021,9,24,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy152,NA
S21_4918,None,20210924-JK-594,GLEN,JK,2021,9,24,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy127,NA
S21_4919,None,20210924-JK-595,GLEN,JK,2021,9,24,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy127,NA
S21_4920,None,20210924-JK-596,GLEN,JK,2021,9,24,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy118,NA
S21_4921,None,20210925-JK-597,STMA,JK,2021,9,25,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy120,NA
S21_4922,None,20210925-JK-598,STFA,JK,2021,9,25,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy129,NA
S21_4923,None,20210926-JK-599,STMA,JK,2021,9,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_4924,None,20210926-JK-600,STMA,JK,2021,9,26,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4925,None,20210926-JK-601,STMA,JK,2021,9,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_4926,None,20210927-JK-602,HYDE,JK,2021,9,27,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
S21_4927,None,20210927-JK-603,HYDE,JK,2021,9,27,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4928,None,20210927-JK-604,HYDE,JK,2021,9,27,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
S21_4929,None,20210927-JK-605,HYDE,JK,2021,9,27,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4930,None,20210927-JK-607,HYDE,JK,2021,9,27,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
S21_4931,None,20210929-JK-608,BERN,JK,2021,9,29,37.738816,-122.421488,coyote,Success,coyote,SFCoy,SFCoy49,NA
S21_4932,None,20210929-JK-609,BERN,JK,2021,9,29,37.738816,-122.421488,coyote,Fail,NA,NA,NA,NA
S21_4933,None,20210929-JK-610,BERN,JK,2021,9,29,37.738816,-122.421488,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_4934,None,20210929-JK-611,BERN,JK,2021,9,29,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_4935,None,20210929-JK-612,BERN,JK,2021,9,29,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_4936,None,20210930-JK-613,HYDE,JK,2021,9,30,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4937,None,20210930-JK-614,HYDE,JK,2021,9,30,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4938,None,20210930-JK-615,STGV,JK,2021,9,30,37.736086,-122.487852,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_4939,None,20210930-JK-616,STGV,JK,2021,9,30,37.736086,-122.487852,coyote,Fail,NA,NA,NA,NA
S21_4940,None,20211001-JK-617,GLEN,JK,2021,10,1,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy174,NA
S21_4941,None,20211004-JK-618,STMA,JK,2021,10,4,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_4942,None,20211005-JK-619,BERN,JK,2021,10,5,37.743102,-122.413843,coyote,Fail,NA,NA,NA,NA
S21_4943,None,20211004-JK-620,HYDE,JK,2021,10,4,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4944,None,20211004-JK-621,HYDE,JK,2021,10,4,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4945,None,20211004-JK-622,HYDE,JK,2021,10,4,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4946,None,20211004-JK-623,SFGC,JK,2021,10,4,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_4947,None,20211005-JK-624,BERN,JK,2021,10,5,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy117,NA
S21_4948,None,20211006-JK-625,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy121,NA
S21_4949,None,20211006-JK-626,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4950,None,20211006-JK-627,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4951,None,20211006-JK-628,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4952,None,20211006-JK-629,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4953,None,20211006-JK-630,HYDE,JK,2021,10,6,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4954,None,20211007-JK-631,HYDE,JK,2021,10,7,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4955,None,20211007-JK-632,HYDE,JK,2021,10,7,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4956,None,20211007-JK-633,HYDE,JK,2021,10,7,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4957,None,20211007-JK-634,HYDE,JK,2021,10,7,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4958,None,20211008-JK-635,STMA,JK,2021,10,8,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4959,None,20211008-JK-636,STMA,JK,2021,10,8,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4960,None,20211009-JK-637,BERN,JK,2021,10,9,37.743102,-122.413843,coyote,Fail,NA,NA,NA,NA
S21_4961,None,20211009-JK-638,GGPE,JK,2021,10,9,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy70,NA
S21_4962,None,20211009-JK-639,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4963,None,20211009-JK-640,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4964,None,20211009-JK-641,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy124,NA
S21_4965,None,20211009-JK-642,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4966,None,20211009-JK-643,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4967,None,20211009-JK-644,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4968,None,20211009-JK-645,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy113,NA
S21_4969,None,20211009-JK-646,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4970,None,20211010-JK-647,STMA,JK,2021,10,10,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_4971,None,20211018-JK-648,STMA,JK,2021,10,18,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4972,None,20211009-JK-649,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy112,NA
S21_4973,None,20211009-JK-650,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4974,None,20211009-JK-651,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4975,None,20211009-JK-652,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
S21_4976,None,20211009-JK-653,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4977,None,20211009-JK-654,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4978,None,20211009-JK-655,HYDE,JK,2021,10,9,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4979,None,20211021-JK-656,STMA,JK,2021,10,21,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_4980,None,20211020-JK-657,HYDE,JK,2021,10,20,37.804161,-122.420974,coyote,Fail,NA,NA,NA,NA
S21_4981,None,20211020-JK-658,HYDE,JK,2021,10,20,37.804161,-122.420974,coyote,Success,coyote,SFCoy,SFCoy125,NA
